campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
4265,2024-03-07,81,15,602,400,2962.39,78,45213
4266,2024-06-12,82,47,602,400,4641.72,17,26883
4267,2022-12-25,36,23,602,401,3518.97,65,6005
4268,2023-09-22,98,97,602,403,728.32,200,15409
4269,2022-10-31,77,11,603,401,1541.22,168,12433
4270,2022-08-07,28,62,600,403,1978.24,194,21114
4271,2024-03-18,48,87,603,403,928.47,188,38720
4272,2022-09-07,15,92,604,400,4604.87,97,26029
4273,2024-07-08,58,15,600,401,1626.11,142,18059
4274,2023-12-20,63,30,602,401,761.88,154,14941
4275,2023-12-28,91,51,604,401,3363.28,112,12033
4276,2023-04-06,52,26,600,401,4934.59,65,44088
4277,2023-03-27,74,41,602,402,417.06,74,11039
4278,2024-06-02,79,36,603,400,3699.34,105,47160
4279,2023-06-22,65,32,600,400,1401.6,105,41522
4280,2023-12-28,4,42,602,400,4042.17,7,37717
4281,2023-10-22,99,41,602,402,774.64,117,48809
4282,2022-12-03,35,68,604,401,3768.11,13,11017
4283,2023-03-05,52,85,603,400,200.79,143,18821
4284,2022-08-10,19,64,600,401,2453.65,49,6300
4285,2022-03-25,26,60,603,402,3383.71,6,38961
4286,2023-05-13,47,93,602,400,1534.9,118,47168
4287,2023-11-14,98,84,604,400,1323.9,107,33663
4288,2024-04-25,89,85,603,402,805.6,27,15850
4289,2024-06-21,21,20,602,400,1633.09,115,21958
4290,2022-03-24,63,83,600,400,1219.33,125,15117
4291,2022-03-22,34,85,600,403,930.99,129,9668
4292,2023-12-06,23,57,600,401,4734.68,155,45265
4293,2024-06-25,84,3,604,401,2383.91,121,47306
4294,2024-02-11,92,61,602,401,3519.04,106,25559
4295,2023-04-08,49,39,600,401,83.95,21,14835
4296,2022-11-08,20,58,603,400,362.29,188,18314
4297,2024-03-01,69,92,604,403,4027.66,90,18516
4298,2023-01-12,64,12,600,400,4289.83,184,30317
4299,2023-04-21,22,78,603,402,3249.86,45,41862
4300,2023-09-03,78,15,600,403,4145.11,123,42443
4301,2023-01-06,86,66,600,403,1659.99,75,11893
4302,2023-04-10,73,53,604,403,186.57,73,1656
4303,2023-12-14,84,24,602,400,2082.03,52,29688
4304,2022-12-14,42,70,604,401,3985.84,184,23614
4305,2024-07-31,77,85,600,401,4574.13,32,16640
4306,2023-03-07,59,16,603,402,1726.7,163,24786
4307,2023-01-29,61,2,602,403,404.89,197,8728
4308,2023-08-27,88,38,602,401,2240.19,135,9159
4309,2023-09-07,23,76,603,402,503.69,24,9735
4310,2023-11-21,87,45,603,402,2623.4,32,8462
4311,2023-12-27,76,51,604,402,2088.27,188,44364
4312,2022-12-19,58,86,600,402,2052.28,123,34438
4313,2022-07-04,73,95,604,401,2143.49,192,35293
4314,2022-04-10,90,61,603,403,2519.57,146,17538
4315,2022-01-05,39,19,604,402,3162.05,153,20337
4316,2023-07-31,90,31,600,402,1421.15,46,12510
4317,2024-12-04,91,73,603,401,2926.36,194,10710
4318,2024-10-13,87,40,603,400,2870.95,45,27912
4319,2022-08-15,72,35,603,402,3726.05,83,1006
4320,2022-06-19,32,41,604,401,1315.14,42,23215
4321,2022-10-20,91,78,600,403,2785.45,194,10166
4322,2024-04-21,33,97,604,400,3469.46,171,12230
4323,2024-02-03,49,3,602,401,152.23,62,21579
4324,2024-11-14,5,26,604,401,3130.2,155,28116
4325,2023-07-31,83,74,602,403,1051.85,176,19374
4326,2022-03-21,94,20,604,403,1445.55,155,8019
4327,2024-09-08,72,25,602,402,3693.03,4,18799
4328,2023-11-08,28,42,604,402,258.03,169,36323
4329,2024-01-25,39,27,603,400,3332.6,90,23033
4330,2024-05-17,57,1,602,403,583.14,176,43068
4331,2023-10-19,29,17,600,401,3502.0,112,3886
4332,2022-04-26,80,9,604,403,1388.27,55,40460
4333,2022-01-11,56,50,602,400,1734.06,23,33811
4334,2023-12-02,29,8,602,400,4120.86,187,21446
4335,2023-07-24,73,33,600,403,2187.24,141,2209
4336,2023-08-24,30,37,600,400,3416.31,176,42680
4337,2024-03-31,22,93,602,401,3935.82,196,846
4338,2022-02-08,36,33,602,403,3611.47,134,16030
4339,2022-06-04,35,81,604,400,3435.83,112,21047
4340,2024-02-25,2,73,600,403,4035.07,78,9901
4341,2023-03-25,12,16,602,403,167.4,122,47322
4342,2022-12-01,54,29,604,401,2727.42,128,25472
4343,2024-07-29,6,18,604,402,3297.47,27,19591
4344,2022-06-22,28,69,602,402,4470.96,124,35848
4345,2023-05-11,41,20,602,400,4032.74,175,2221
4346,2023-01-16,100,73,600,401,571.44,115,46809
4347,2023-10-08,84,37,603,400,3717.62,22,45601
4348,2023-04-21,64,95,602,400,4947.77,156,47505
4349,2024-06-09,13,56,602,403,1811.35,161,49161
4350,2023-03-01,80,79,603,401,1662.22,121,47080
4351,2024-01-19,83,22,600,400,2382.62,139,2985
4352,2024-12-24,99,91,604,401,348.76,121,48085
4353,2022-12-23,67,23,604,402,4259.56,178,6198
4354,2022-08-10,29,22,600,403,2807.4,52,46679
4355,2022-08-16,34,84,602,400,2385.11,72,8938
4356,2023-02-21,55,41,602,402,4210.56,16,10432
4357,2022-08-11,43,56,603,403,3522.35,183,13635
4358,2024-11-24,89,96,603,402,4342.39,8,21637
4359,2022-10-19,87,55,603,401,3862.43,162,16342
4360,2024-05-05,99,82,604,400,2524.35,179,46481
4361,2024-06-21,69,34,603,403,3532.88,149,37416
4362,2024-04-11,73,70,600,401,2033.13,38,25184
4363,2024-01-16,63,9,602,403,3358.26,155,10496
4364,2022-10-07,7,53,603,400,1190.96,96,44350
4365,2024-03-23,12,57,603,400,1529.34,146,7749
4366,2023-01-21,86,96,603,400,4295.39,107,25287
4367,2023-05-27,84,61,604,403,513.03,128,28851
4368,2024-08-09,71,16,600,403,3420.0,125,41833
4369,2024-03-21,16,13,602,401,711.87,28,25709
4370,2022-06-05,12,85,600,402,2910.35,168,29238
4371,2022-11-23,50,98,600,400,4490.56,72,20643
4372,2023-09-02,73,8,603,400,2756.99,87,24811
4373,2024-05-20,50,8,603,401,218.58,123,41479
4374,2023-05-29,8,7,604,400,792.73,12,4550
4375,2023-10-02,76,63,602,403,902.24,109,5813
4376,2022-05-17,16,15,602,400,2334.11,27,36232
4377,2023-04-08,25,10,603,402,4045.24,85,24653
4378,2024-12-12,50,42,604,402,3066.84,51,22713
4379,2022-09-12,67,96,600,402,1598.93,68,3161
4380,2023-07-08,69,71,600,401,2584.15,81,38815
4381,2023-10-28,79,69,600,402,4664.43,23,30441
4382,2024-11-21,79,75,600,403,817.45,179,13355
4383,2023-02-17,100,18,603,401,159.69,191,45836
4384,2024-02-02,31,24,602,402,3657.59,85,21419
4385,2023-03-22,54,35,603,402,125.36,37,45513
4386,2024-04-26,75,98,602,401,479.66,80,38112
4387,2024-12-12,18,35,602,403,3186.9,151,422
4388,2023-12-11,73,93,604,401,453.13,104,40523
4389,2022-10-26,57,83,602,401,3028.85,159,36119
4390,2024-12-13,100,98,600,400,3339.82,200,14337
4391,2024-02-12,85,89,602,401,4328.66,87,12441
4392,2024-08-12,69,20,600,400,2311.77,143,5817
4393,2022-07-19,23,26,602,400,1746.83,83,13597
4394,2024-06-07,79,60,602,401,2651.26,66,22009
4395,2022-11-29,76,91,604,401,3909.41,180,16634
4396,2023-10-23,4,74,604,402,3725.63,53,32951
4397,2024-08-24,88,12,604,403,3130.27,162,23909
4398,2023-09-25,15,85,603,403,3619.85,27,8691
4399,2022-04-14,37,27,604,403,1266.14,177,908
4400,2023-10-09,23,72,602,401,2632.88,59,20160
4401,2022-10-25,29,57,604,403,2324.05,68,11686
4402,2024-01-26,98,91,603,400,3368.35,147,2612
4403,2022-03-15,38,97,600,402,361.82,107,45945
4404,2023-04-07,37,35,602,400,4213.25,140,27384
4405,2024-09-16,34,99,602,402,1782.19,30,21862
4406,2024-03-01,72,32,604,402,3783.89,21,24474
4407,2023-05-12,27,69,603,401,280.21,118,22284
4408,2024-07-28,61,99,602,402,2041.36,37,12623
4409,2023-07-23,52,52,604,402,3466.53,148,17348
4410,2024-12-20,15,10,602,402,2276.95,81,1523
4411,2022-06-13,14,35,600,401,1712.65,165,30482
4412,2022-12-30,59,95,600,401,4165.5,70,15519
4413,2024-07-03,21,14,602,400,3736.4,24,3139
4414,2023-03-05,14,30,604,403,1470.05,153,41469
4415,2022-07-13,61,96,602,400,3694.62,40,25625
4416,2022-03-27,34,91,600,402,3190.5,4,35394
4417,2024-03-02,81,60,604,401,3908.66,133,45023
4418,2022-03-22,68,46,603,403,3325.84,82,13596
4419,2022-01-19,20,71,600,403,2769.86,117,13814
4420,2024-02-19,75,41,603,403,3651.23,17,43885
4421,2024-09-08,36,22,603,401,3065.49,31,16138
4422,2024-09-22,82,3,600,402,2545.88,110,47363
4423,2024-08-25,17,51,600,400,3173.72,174,7830
4424,2024-03-03,8,76,604,401,1502.21,24,13732
4425,2023-11-19,28,50,603,400,2059.84,127,9479
4426,2022-10-28,19,18,602,401,2486.39,99,27602
4427,2024-05-28,68,74,604,402,3983.15,110,32401
4428,2024-10-12,56,40,603,403,1639.66,189,5740
4429,2023-09-17,97,46,602,402,4317.36,21,33615
4430,2023-03-08,82,21,604,400,2466.45,108,18593
4431,2022-09-13,26,13,602,400,2242.34,57,12526
4432,2024-11-29,34,98,604,403,1447.09,135,47774
4433,2024-11-17,48,27,602,403,1720.99,77,1084
4434,2024-08-23,26,41,600,401,1507.17,51,8118
4435,2024-07-25,40,82,603,400,3260.95,152,24337
4436,2024-03-26,97,95,600,400,4091.68,102,15823
4437,2024-09-29,35,30,602,402,424.95,90,648
4438,2023-08-15,59,33,603,402,3308.95,188,49662
4439,2022-01-14,77,66,602,401,2911.84,27,40056
4440,2024-12-21,43,24,600,402,4956.42,111,1661
4441,2024-09-13,48,43,600,400,2671.05,182,45322
4442,2022-10-09,40,73,602,401,2339.71,18,8888
4443,2022-07-22,34,16,600,403,4274.74,185,21338
4444,2023-05-31,96,64,604,400,4383.51,98,2596
4445,2023-08-29,97,14,600,400,146.15,16,10495
4446,2024-12-13,26,96,600,401,2875.53,142,45198
4447,2022-08-22,27,77,602,401,3118.73,143,32517
4448,2022-05-21,19,69,600,401,2508.61,186,33879
4449,2023-12-13,77,18,603,403,4665.9,50,28250
4450,2024-02-14,60,7,604,400,4800.12,190,31945
4451,2023-05-03,39,1,602,400,51.7,10,13741
4452,2024-12-22,74,64,600,402,4472.37,126,42425
4453,2022-04-14,14,78,604,403,3648.51,56,14445
4454,2022-05-27,28,11,604,401,4733.74,119,47076
4455,2022-10-16,69,39,604,400,2284.78,140,19117
4456,2023-06-02,34,41,604,403,891.35,9,1388
4457,2022-05-10,60,90,603,400,1606.57,56,42867
4458,2024-03-24,74,62,604,403,4957.59,2,47554
4459,2024-02-29,96,92,600,400,1947.64,182,28862
4460,2023-04-18,70,84,602,400,1285.49,124,39088
4461,2024-08-02,68,30,600,403,3878.5,136,18664
4462,2024-09-01,97,1,600,403,2506.13,174,41121
4463,2022-03-19,37,95,604,401,3910.86,2,13525
4464,2023-06-01,27,53,604,401,1295.28,138,41672
4465,2022-07-18,49,43,602,401,3801.89,60,22516
4466,2022-09-22,50,23,604,403,3732.1,107,28593
4467,2024-11-04,5,57,603,402,662.76,121,49380
4468,2023-06-24,24,19,604,402,3318.52,119,35482
4469,2023-09-02,83,95,604,403,4944.61,69,631
4470,2024-12-11,92,6,603,401,893.78,79,33558
4471,2024-12-19,76,97,603,402,3986.68,187,2995
4472,2022-04-18,80,90,600,400,2409.4,181,13453
4473,2024-11-25,35,67,602,402,2133.43,87,16928
4474,2022-03-23,7,40,602,400,2327.58,46,35200
4475,2024-03-03,21,54,604,401,2331.95,143,33926
4476,2023-01-26,36,95,603,402,4615.46,23,40601
4477,2023-03-31,85,77,603,401,4257.19,143,4182
4478,2023-01-14,81,13,600,401,1502.83,159,49671
4479,2024-10-11,90,53,600,403,4979.53,18,2286
4480,2023-08-10,59,13,602,401,1287.12,99,1871
4481,2023-08-09,8,6,604,401,4669.82,181,28081
4482,2024-02-25,33,97,604,401,350.16,120,32394
4483,2022-12-05,63,56,603,403,2770.4,66,10278
4484,2022-12-09,75,11,603,403,1785.51,71,15314
4485,2023-09-19,57,11,603,403,2643.46,197,22059
4486,2024-05-05,26,87,603,401,3398.75,167,25883
4487,2023-06-23,9,50,603,401,1527.45,26,10587
4488,2024-01-03,44,31,604,401,3302.17,75,28354
4489,2023-10-19,36,48,603,400,2723.39,165,41288
4490,2024-11-02,79,23,604,402,4878.23,128,15653
4491,2024-09-26,18,71,602,400,4926.34,161,45488
4492,2022-03-22,79,91,600,400,943.27,93,29310
4493,2024-05-13,32,70,600,400,1647.85,37,18244
4494,2022-12-31,97,62,602,403,3379.54,100,344
4495,2024-12-09,75,49,603,401,2791.43,82,35500
4496,2022-10-05,98,56,600,400,969.81,157,2819
4497,2023-12-09,11,43,603,400,1740.17,90,2818
4498,2022-01-08,51,50,604,401,1900.16,172,32746
4499,2023-06-03,16,45,603,400,3872.5,27,17231
4500,2023-07-29,40,68,604,400,2796.21,172,19239
4501,2024-10-15,72,67,603,403,1396.38,118,26388
4502,2024-08-11,57,36,604,400,1382.01,116,497
4503,2022-06-28,25,37,603,400,1518.47,27,43662
4504,2024-06-25,90,76,604,401,1758.2,141,7568
4505,2022-03-18,56,4,600,401,1969.44,102,47678
4506,2024-01-19,24,68,600,400,4672.84,185,22119
4507,2024-05-07,34,99,600,402,691.74,143,30745
4508,2023-08-16,1,74,603,403,782.39,95,4570
4509,2022-03-29,45,72,602,400,3209.56,175,48230
4510,2024-09-29,11,5,600,402,1022.73,4,5061
4511,2024-02-19,40,68,600,403,1759.63,55,35518
4512,2023-11-02,49,15,602,401,4255.65,111,2436
4513,2024-07-16,81,41,602,400,3066.24,98,33468
4514,2022-09-30,33,71,603,403,274.47,29,37328
4515,2023-05-15,50,36,600,402,2111.35,22,7349
4516,2024-07-22,68,68,604,403,113.52,74,41587
4517,2024-09-11,64,62,604,400,891.66,130,11407
4518,2023-12-27,100,34,603,401,1062.69,29,36828
4519,2024-01-30,95,48,602,402,4496.56,68,42162
4520,2022-10-08,35,25,602,401,4500.19,163,27180
4521,2023-01-24,56,58,600,400,4315.07,184,33333
4522,2022-09-02,67,42,604,402,3620.29,42,22413
4523,2022-04-14,5,39,600,403,126.75,183,7834
4524,2024-09-08,86,28,604,403,1455.39,16,18753
4525,2024-07-01,75,21,603,403,2086.45,45,47868
4526,2022-07-12,47,9,600,400,384.8,78,22804
4527,2022-04-30,8,29,602,400,3481.43,133,8035
4528,2023-04-22,89,44,604,403,2768.18,170,8831
4529,2024-11-01,59,57,603,401,3617.61,174,8768
4530,2023-12-31,19,10,602,401,4355.42,72,1461
4531,2024-02-23,95,44,600,403,2070.41,66,24259
4532,2022-08-20,54,59,604,400,4685.01,13,40767
4533,2024-09-10,95,40,604,403,1676.38,47,21446
4534,2022-03-24,10,56,604,401,261.31,156,43438
4535,2022-08-20,44,50,604,403,1145.42,101,9304
4536,2024-03-16,92,69,602,401,4317.52,191,22867
4537,2024-07-01,38,64,604,402,1673.88,97,36474
4538,2023-07-04,74,70,603,402,2786.64,13,7617
4539,2022-10-13,88,56,600,402,4552.81,27,13037
4540,2024-07-27,91,5,603,402,1916.12,18,36788
4541,2024-04-30,28,65,603,403,4409.42,186,38750
4542,2024-02-12,86,14,603,403,1837.32,140,13145
4543,2024-01-26,66,28,603,400,1137.26,183,11671
4544,2023-12-29,92,16,602,400,1989.08,169,17728
4545,2023-05-24,40,32,603,400,3824.26,40,11079
4546,2022-11-17,71,1,600,400,1092.05,136,43232
4547,2024-02-11,82,77,600,403,3759.77,196,5512
4548,2023-10-04,8,65,603,403,1731.86,153,30904
4549,2022-06-28,19,93,604,400,590.9,49,15367
4550,2024-08-21,27,9,603,401,323.84,82,14030
4551,2022-03-16,23,65,600,403,2395.55,109,27286
4552,2024-11-27,13,98,602,403,4682.16,177,2309
4553,2023-02-02,82,98,603,400,2423.36,11,31173
4554,2022-02-15,84,92,603,402,2768.89,18,32643
4555,2022-09-27,41,42,600,402,291.53,102,49026
4556,2023-03-09,75,82,600,402,3364.8,82,9174
4557,2023-04-14,82,36,603,402,1910.14,50,34893
4558,2022-02-03,48,95,600,401,4511.69,110,35901
4559,2023-08-10,77,67,602,403,1214.63,113,38992
4560,2023-05-05,12,84,604,402,2539.64,70,37724
4561,2024-11-28,99,73,602,402,2964.68,57,15557
4562,2022-12-18,66,21,604,403,3905.51,8,44073
4563,2023-08-26,41,83,602,402,3328.77,110,15499
4564,2022-02-24,6,58,603,402,3290.89,36,26304
4565,2022-02-04,18,53,603,400,1562.77,41,587
4566,2024-07-10,66,85,600,400,3179.44,149,3068
4567,2022-07-30,8,81,600,403,2560.49,163,22656
4568,2022-02-22,69,38,600,403,1128.11,56,38316
4569,2022-11-07,66,93,604,403,2721.99,153,1561
4570,2024-06-14,84,89,603,400,1108.0,189,172
4571,2024-03-11,39,21,602,402,4964.35,16,36051
4572,2023-03-20,65,69,603,401,276.92,56,4715
4573,2024-01-04,21,74,600,401,4793.78,159,25117
4574,2023-06-09,23,50,604,400,624.69,68,33364
4575,2022-01-06,32,83,604,401,3029.68,95,12414
4576,2022-03-03,16,59,603,402,2623.01,139,47116
4577,2024-09-09,57,53,602,403,2145.46,121,42977
4578,2023-08-14,69,43,604,403,3536.04,34,11643
4579,2023-03-17,18,31,602,402,2218.25,23,24237
4580,2022-03-06,46,20,600,403,1192.91,70,41641
4581,2022-02-11,43,97,600,400,4868.1,72,2164
4582,2023-11-17,25,34,603,402,1484.79,46,23001
4583,2022-03-30,96,65,604,400,1206.41,174,2677
4584,2024-12-10,10,65,604,401,3622.81,173,5811
4585,2022-01-20,79,1,603,401,169.29,31,658
4586,2024-09-13,99,42,600,401,1073.02,122,28560
4587,2024-01-08,89,49,603,403,782.41,101,11447
4588,2022-12-31,35,71,600,403,4990.55,115,34632
4589,2024-09-14,8,88,603,402,3570.73,4,41368
4590,2024-12-26,9,55,602,403,260.88,33,14613
4591,2022-01-19,61,63,602,403,4183.65,101,28845
4592,2024-04-28,23,58,602,400,1147.87,187,29724
4593,2022-02-25,80,46,600,401,78.4,100,44572
4594,2023-11-27,55,28,600,402,3322.6,80,1234
4595,2023-05-26,74,3,603,403,3193.8,178,6651
4596,2024-12-24,90,81,604,400,440.12,182,45088
4597,2024-03-04,96,61,602,402,82.74,145,40955
4598,2022-04-14,63,82,603,402,190.97,21,1642
4599,2023-07-03,99,94,602,402,3973.26,107,38287
4600,2023-05-06,40,95,603,401,792.71,87,49793
4601,2023-03-26,40,73,600,400,2070.56,118,27753
4602,2022-07-27,96,29,604,400,775.98,82,44538
4603,2023-09-14,19,52,604,400,3947.68,200,38553
4604,2022-05-09,73,96,604,402,3100.46,145,47505
4605,2022-12-26,70,55,603,401,2182.05,63,26883
4606,2024-05-27,95,5,604,401,1125.99,16,11824
4607,2022-05-26,62,85,600,401,3586.0,52,22165
4608,2022-01-30,55,5,604,400,4838.21,71,20006
4609,2024-03-15,26,70,602,402,4767.47,25,47558
4610,2024-03-25,34,74,603,403,730.81,126,38301
4611,2023-04-24,72,78,600,402,446.23,89,16379
4612,2024-07-08,41,32,602,403,3348.72,40,2384
4613,2023-03-13,32,79,604,401,325.54,47,4495
4614,2024-03-20,64,75,600,401,899.05,172,43006
4615,2023-12-15,41,16,603,403,4692.76,42,6513
4616,2022-05-08,8,80,603,400,1375.63,152,1369
4617,2024-07-24,76,19,603,403,1489.37,57,43887
4618,2024-08-04,28,24,602,402,2481.52,178,26455
4619,2023-07-24,3,100,602,402,2048.43,83,25942
4620,2024-08-09,38,18,602,401,3232.07,56,11975
4621,2023-03-21,83,21,602,401,2354.65,9,26138
4622,2022-07-17,10,58,600,401,4487.18,196,49356
4623,2023-04-28,27,31,604,401,2764.58,143,31542
4624,2024-01-17,32,94,604,401,4189.34,110,34225
4625,2022-05-18,10,40,604,402,108.56,50,42385
4626,2023-06-02,37,17,604,400,429.79,165,16924
4627,2022-06-29,57,25,603,401,3873.28,121,2983
4628,2022-05-28,47,36,602,401,1389.41,192,48108
4629,2024-04-03,40,99,602,402,4385.34,6,29456
4630,2024-07-16,75,72,603,403,3347.82,91,15521
4631,2024-10-07,30,97,602,401,3071.56,164,1850
4632,2024-09-09,73,59,604,400,1060.34,88,37837
4633,2022-04-10,37,78,603,402,2234.11,67,39966
4634,2022-01-22,91,70,600,402,4242.6,177,46414
4635,2022-04-20,65,20,600,400,741.47,135,17009
4636,2024-06-24,54,98,603,400,2059.75,118,38553
4637,2022-11-13,20,51,604,402,4690.3,131,16566
4638,2023-04-26,24,72,602,400,3437.9,14,26868
4639,2022-02-07,19,27,600,402,3623.72,64,29898
4640,2024-09-10,40,41,603,403,2204.73,130,632
4641,2022-05-25,49,64,603,400,694.92,41,46384
4642,2023-03-12,92,49,602,400,2246.38,72,19332
4643,2023-01-16,13,61,600,402,1396.2,135,22258
4644,2024-07-10,14,43,600,403,62.62,52,49260
4645,2024-01-04,12,35,604,403,4365.98,42,39384
4646,2022-08-28,70,27,603,403,710.25,99,30501
4647,2023-06-15,27,1,603,400,4837.83,187,13237
4648,2024-03-06,81,76,600,402,4253.81,19,5193
4649,2024-10-13,93,72,602,400,4242.57,14,27761
4650,2024-11-28,65,23,600,403,476.91,8,21464
4651,2024-10-27,56,82,602,402,4019.23,115,48315
4652,2024-04-14,5,58,604,401,91.42,173,47816
4653,2022-12-28,99,5,600,401,1280.78,112,259
4654,2024-08-08,65,46,603,400,4426.59,191,6285
4655,2023-01-27,4,57,600,403,1562.09,142,43771
4656,2024-11-30,79,6,600,403,4452.86,15,39219
4657,2024-01-15,46,61,600,400,869.52,103,17355
4658,2024-10-03,50,47,604,400,3002.04,191,24597
4659,2023-08-21,5,1,600,401,3603.96,12,26699
4660,2022-02-27,42,92,604,403,3043.66,172,9149
4661,2023-04-20,62,75,602,401,2126.1,176,44906
4662,2022-12-10,29,31,600,401,1302.37,144,41060
4663,2022-02-12,68,92,600,400,3514.45,123,2634
4664,2023-04-10,77,10,602,400,3938.74,137,45731
4665,2023-09-26,45,10,600,402,2710.12,61,45809
4666,2023-01-16,66,77,603,401,2397.45,134,36839
4667,2022-12-13,74,38,602,401,540.49,78,34702
4668,2024-07-21,27,20,603,400,2719.22,43,25259
4669,2024-02-17,55,43,602,400,2594.27,65,9357
4670,2024-11-03,96,86,602,403,1789.1,112,2791
4671,2024-09-08,27,16,604,403,4100.54,193,25461
4672,2022-04-16,74,60,602,402,2714.37,29,3071
4673,2022-01-17,33,26,602,401,1377.54,54,11445
4674,2024-06-15,17,42,602,401,2432.33,7,46551
4675,2022-10-26,74,33,602,402,3566.95,21,271
4676,2024-01-13,53,24,600,402,2826.28,165,7282
4677,2024-03-06,78,17,603,402,1910.68,60,42597
4678,2023-09-21,89,69,602,403,876.62,179,1258
4679,2022-12-24,54,13,603,400,4974.26,68,28583
4680,2022-08-28,59,44,600,403,1065.95,93,12784
4681,2022-08-02,16,93,600,402,2149.53,186,49411
4682,2024-12-03,47,13,603,400,1530.7,182,5891
4683,2022-09-25,54,23,602,402,1632.94,195,1169
4684,2024-08-27,9,56,604,403,4911.91,174,10970
4685,2022-09-03,44,76,603,401,3250.32,168,11589
4686,2024-12-28,63,89,602,403,2826.17,147,46287
4687,2024-03-06,56,40,604,401,2998.96,144,33127
4688,2023-03-19,46,78,602,401,2427.2,24,21488
4689,2024-11-18,82,60,603,403,3019.85,80,33768
4690,2024-03-27,78,98,602,400,1131.45,190,32427
4691,2022-01-24,75,72,603,402,3535.42,8,16116
4692,2022-02-27,79,90,604,400,3486.14,116,11911
4693,2023-07-27,79,26,603,400,4013.75,131,724
4694,2024-03-22,74,96,602,400,4832.94,151,7544
4695,2022-01-28,50,16,600,403,4981.4,73,16651
4696,2024-05-16,8,61,602,400,4672.1,187,27408
4697,2024-12-16,56,9,600,402,486.35,93,35663
4698,2024-10-15,93,16,604,401,1613.84,188,4305
4699,2022-12-06,40,15,604,402,4941.85,193,35037
4700,2023-06-09,93,71,602,402,905.35,168,27823
4701,2022-02-10,88,31,600,402,2578.24,70,22551
4702,2022-05-16,92,76,602,403,2899.22,63,48353
4703,2022-10-24,3,14,603,403,1472.03,126,35279
4704,2022-10-06,63,76,604,402,3427.83,168,41938
4705,2022-11-21,48,99,603,403,4960.44,23,14468
4706,2023-05-07,64,19,603,400,4515.0,86,28771
4707,2024-11-01,38,55,600,400,638.59,17,22920
4708,2023-11-01,7,85,600,400,2684.37,89,1024
4709,2024-01-21,41,35,602,401,4929.1,84,6342
4710,2022-01-04,58,42,602,402,265.13,158,981
4711,2022-02-08,22,72,604,400,2304.08,94,2699
4712,2022-04-05,67,22,600,403,244.1,43,12988
4713,2024-12-25,27,91,600,402,2503.94,177,29322
4714,2023-10-03,100,83,600,403,3719.21,92,19792
4715,2023-03-24,98,85,600,402,4926.77,195,47727
4716,2023-01-29,70,75,602,402,78.96,93,13136
4717,2023-08-23,62,47,604,401,164.0,45,17019
4718,2023-08-02,84,57,600,401,4706.62,170,21096
4719,2023-01-20,78,47,600,401,3447.83,95,14492
4720,2023-03-06,57,41,603,401,4558.75,102,5250
4721,2023-07-29,81,28,603,400,4777.63,35,31619
4722,2022-01-07,12,54,604,400,1487.34,148,36178
4723,2024-01-16,48,4,603,402,3486.3,179,49022
4724,2023-11-10,77,43,600,403,4520.72,7,37139
4725,2023-07-20,59,6,602,401,3273.42,168,255
4726,2024-04-18,76,34,602,402,4391.72,198,24574
4727,2022-12-21,100,51,603,403,2481.57,58,22082
4728,2023-10-10,41,61,603,402,2356.17,13,44478
4729,2023-04-14,53,82,602,401,3980.62,196,12414
4730,2023-11-22,56,6,600,401,3010.91,7,28665
4731,2024-04-03,89,74,600,402,4951.1,75,8009
4732,2022-11-26,92,5,604,403,2596.31,76,40246
4733,2024-05-26,1,97,600,401,2214.39,39,137
4734,2022-10-12,85,72,604,403,4519.91,99,42587
4735,2022-12-20,57,40,603,403,1504.56,17,23590
4736,2023-07-30,40,34,600,400,2883.69,146,13334
4737,2022-11-09,91,81,604,401,4366.38,144,38790
4738,2024-06-27,75,43,603,402,3934.4,108,3666
4739,2022-08-10,80,91,603,402,3040.58,6,45828
4740,2022-06-01,86,9,602,400,1722.95,163,38662
4741,2023-02-03,54,85,600,401,4293.2,65,48617
4742,2023-11-23,75,70,600,402,1281.57,170,7128
4743,2022-03-16,56,32,602,402,4715.25,147,29004
4744,2022-11-04,4,36,602,400,3180.47,60,27928
4745,2024-06-27,4,94,600,401,4844.62,190,104
4746,2022-08-30,26,73,604,401,400.83,153,48939
4747,2023-02-21,82,70,600,403,2383.62,65,49941
4748,2024-01-22,35,33,600,402,515.14,187,21732
4749,2024-08-19,17,59,603,401,4330.86,112,39287
4750,2023-08-29,22,86,600,400,4073.13,125,34190
4751,2022-05-25,30,90,602,403,1699.94,159,20999
4752,2024-12-06,95,63,603,401,363.2,50,33071
4753,2022-02-23,91,17,603,403,1256.52,127,25004
4754,2022-11-20,50,61,604,401,3160.39,167,6902
4755,2023-05-28,1,99,602,402,3741.31,54,20838
4756,2023-05-14,81,72,603,401,1127.22,5,13741
4757,2024-03-24,2,80,600,401,4084.3,116,4536
4758,2022-08-11,10,60,602,401,2906.11,143,26302
4759,2024-11-18,64,31,600,401,1719.98,83,8647
4760,2023-03-24,97,7,600,401,4890.24,33,5127
4761,2022-11-06,78,87,600,400,2679.31,8,47386
4762,2024-09-27,56,58,600,402,3164.88,86,12253
4763,2023-10-14,29,65,604,403,2528.35,112,30606
4764,2023-09-19,8,36,603,402,1733.77,154,5228
4765,2022-05-26,2,74,603,400,776.61,25,7071
4766,2024-11-20,63,1,600,400,3808.61,132,45153
