sale_id,date,customer_key,product_key,sales_rep_key,region_key,vendor_key,amount,units
1201,2022-07-28,844,72,11,400,172,2758.42,323
1202,2023-02-25,933,47,41,402,726,6324.22,227
1203,2024-10-17,751,13,40,402,343,3834.6,420
1204,2023-02-18,450,54,197,400,252,12527.56,428
1205,2023-12-01,294,65,44,400,273,5053.86,191
1206,2024-04-29,370,81,171,401,156,10657.46,386
1207,2024-05-13,807,30,36,403,424,8138.88,471
1208,2024-07-28,975,67,175,402,967,292.48,16
1209,2022-01-21,735,67,18,400,347,2762.1,162
1210,2022-12-03,445,8,101,400,677,11465.52,473
1211,2022-04-29,647,92,170,402,430,6503.42,206
1212,2023-09-16,739,96,81,402,9,5677.36,424
1213,2024-12-16,626,19,180,403,457,3679.5,330
1214,2024-06-24,715,45,167,403,795,3205.86,102
1215,2022-06-22,38,69,86,403,743,10036.8,369
1216,2022-09-16,533,70,73,401,96,5646.1,262
1217,2024-12-03,349,97,163,401,24,475.65,15
1218,2023-06-14,248,100,78,403,518,1536.72,57
1219,2024-02-03,266,81,130,402,127,692.5,25
1220,2022-09-13,460,39,147,400,465,6001.26,174
1221,2024-12-28,865,77,60,402,307,3651.46,146
1222,2022-10-14,732,49,134,401,108,3442.32,168
1223,2023-01-30,843,100,93,403,101,2002.6,76
1224,2024-04-23,84,12,16,403,910,1292.43,67
1225,2024-07-02,80,48,174,403,603,5903.59,287
1226,2024-03-19,893,34,150,403,652,7573.3,217
1227,2024-09-29,750,54,42,401,518,1289.64,66
1228,2024-07-26,133,91,132,400,712,2033.94,109
1229,2022-03-08,765,21,144,402,944,4177.28,488
1230,2024-04-16,113,16,95,402,42,2572.8,268
1231,2024-01-31,313,48,78,402,498,431.1,15
1232,2022-10-19,803,76,108,400,960,6480.7,458
1233,2023-08-04,221,24,190,403,3,1350.09,63
1234,2022-05-19,892,6,107,403,587,3493.23,159
1235,2023-11-23,801,49,122,401,781,1429.94,71
1236,2024-08-01,780,58,171,403,153,11916.96,444
1237,2022-07-02,820,80,171,403,397,3841.2,120
1238,2023-11-26,554,6,172,403,754,3486.34,143
1239,2022-12-06,725,4,147,402,575,2883.01,331
1240,2022-06-24,198,80,139,400,981,6029.8,292
1241,2024-09-01,515,3,31,401,986,132.5,10
1242,2023-02-26,252,91,149,403,87,8698.14,414
1243,2023-10-19,412,76,12,403,883,2730.3,479
1244,2024-06-14,185,54,7,402,392,1020.36,132
1245,2022-07-23,555,22,74,401,188,3674.55,131
1246,2022-11-12,315,53,174,401,61,10656.45,315
1247,2023-01-07,28,92,15,402,400,744.6,51
1248,2024-04-25,915,42,67,403,965,13563.76,424
1249,2022-04-17,208,31,193,401,505,7195.77,261
1250,2024-02-28,973,15,69,400,326,5138.42,238
1251,2022-05-15,496,4,105,401,936,2524.24,454
1252,2022-07-27,253,98,143,401,312,5005.2,291
1253,2022-06-21,867,82,129,401,802,4597.92,496
1254,2022-12-11,801,32,138,403,985,10110.55,467
1255,2022-03-27,2,60,159,402,669,4989.96,498
1256,2022-05-04,956,62,70,402,860,5723.6,349
1257,2023-12-21,863,81,55,402,47,2255.94,83
1258,2022-05-24,308,12,102,400,851,1926.0,72
1259,2023-07-27,900,56,54,402,906,11676.0,350
1260,2023-06-20,771,91,116,402,252,11726.6,340
1261,2023-12-01,216,59,154,402,17,12055.68,468
1262,2022-01-05,624,61,2,400,689,1547.71,89
1263,2024-09-28,781,51,138,400,807,10987.03,449
1264,2022-06-08,552,4,172,403,689,997.76,64
1265,2024-02-10,848,77,92,403,182,12057.2,430
1266,2022-01-18,128,60,95,401,456,58.25,5
1267,2022-02-10,777,36,175,402,197,1386.03,47
1268,2023-09-13,828,92,57,401,506,7881.44,496
1269,2023-07-29,505,91,181,401,8,3487.53,101
1270,2024-03-22,114,36,146,403,175,3059.23,283
1271,2022-12-26,67,76,33,400,131,4390.33,133
1272,2023-04-12,903,67,187,402,197,11022.9,435
1273,2024-12-27,630,33,175,403,3,8566.61,481
1274,2022-04-17,875,42,111,403,281,1600.83,63
1275,2024-08-13,508,47,133,400,906,4343.8,370
1276,2023-07-24,941,54,137,403,324,50.28,3
1277,2023-11-17,84,74,7,401,707,7319.41,217
1278,2023-05-27,202,22,85,402,65,7626.96,321
1279,2022-02-27,492,56,7,402,861,1600.89,129
1280,2024-08-27,245,44,14,402,533,4924.7,407
1281,2022-05-30,795,77,159,403,783,1164.24,49
1282,2022-09-13,88,8,9,403,321,13876.08,456
1283,2022-05-14,802,17,16,403,57,3614.6,155
1284,2024-06-03,68,14,174,400,573,373.95,27
1285,2024-02-21,412,13,159,403,239,10184.57,443
1286,2022-01-22,465,50,119,403,902,7498.44,318
1287,2023-11-27,667,87,7,403,530,3824.47,169
1288,2022-08-10,106,2,153,400,608,12239.1,405
1289,2022-09-16,653,66,66,402,432,6604.78,247
1290,2024-06-29,191,32,36,400,62,947.1,66
1291,2024-06-11,526,84,194,402,319,9436.44,299
1292,2022-10-26,151,61,80,402,299,6446.79,189
1293,2024-11-26,601,85,174,401,59,2465.62,122
1294,2022-04-22,433,45,51,401,656,5144.64,466
1295,2022-05-21,350,25,171,403,712,12233.3,355
1296,2023-11-10,873,75,145,402,631,2704.24,154
1297,2022-11-29,108,59,11,403,225,2411.92,472
1298,2023-04-02,710,30,120,401,245,6678.88,247
1299,2023-11-10,827,95,97,401,410,2829.1,95
1300,2022-01-14,372,2,19,402,31,2411.1,285
1301,2023-08-19,451,25,162,402,45,2945.0,500
1302,2023-02-10,291,23,57,402,737,1367.1,90
1303,2023-05-19,183,26,6,401,864,4363.2,135
1304,2022-02-12,852,87,36,403,671,12746.2,404
1305,2023-11-25,959,27,79,403,246,5563.2,190
1306,2022-12-17,964,68,160,403,900,2540.4,365
1307,2022-10-23,904,17,49,401,546,5011.02,194
1308,2023-10-14,614,55,163,401,944,669.36,24
1309,2023-01-23,875,69,76,401,336,838.2,127
1310,2023-07-28,894,17,131,403,215,2775.12,373
1311,2024-08-21,810,85,158,400,172,4343.04,261
1312,2024-11-08,384,64,133,403,184,4351.05,165
1313,2024-12-12,712,62,184,403,486,3096.72,138
1314,2022-03-16,213,29,52,403,884,2042.48,121
1315,2023-09-19,436,49,147,401,958,7007.04,432
1316,2022-06-23,138,97,22,402,456,4136.3,266
1317,2022-03-26,477,66,160,402,437,4395.93,231
1318,2024-04-17,377,64,82,402,392,135.07,13
1319,2023-04-24,272,83,20,402,924,595.12,43
1320,2024-10-24,526,70,165,400,805,4657.6,142
1321,2022-07-21,122,10,93,400,560,1546.03,103
1322,2023-11-06,257,39,191,402,196,8369.44,362
1323,2022-10-10,876,97,184,402,9,5522.1,395
1324,2023-12-11,802,52,104,400,484,6827.3,335
1325,2022-11-02,887,51,59,401,741,4339.2,384
1326,2023-04-24,529,76,142,403,740,7856.28,417
1327,2022-06-25,321,25,110,403,215,4162.5,225
1328,2022-03-03,384,18,148,401,313,13103.79,483
1329,2024-10-20,830,85,91,402,231,3820.55,215
1330,2024-04-06,782,100,177,402,334,1715.7,301
1331,2022-03-07,945,18,40,402,582,9357.31,323
1332,2024-03-11,391,27,101,400,548,2108.7,198
1333,2022-08-11,337,73,116,402,96,715.44,88
1334,2022-12-30,33,89,155,403,28,1053.12,96
1335,2024-03-01,291,27,60,402,676,1909.9,269
1336,2022-04-28,378,67,3,401,335,14239.89,441
1337,2024-03-11,161,15,34,403,490,2689.86,381
1338,2023-02-27,134,27,80,403,838,9078.16,364
1339,2022-11-22,619,74,80,401,515,9376.85,367
1340,2023-07-19,207,1,37,403,66,7182.54,423
1341,2023-05-21,539,43,146,403,472,5280.36,237
1342,2022-07-06,295,83,117,402,718,11383.2,432
1343,2023-09-02,401,79,45,403,256,2944.0,92
1344,2024-06-03,469,50,169,401,716,2298.04,292
1345,2022-03-31,246,21,71,402,683,3290.0,470
1346,2023-03-21,931,64,106,400,378,1106.4,40
1347,2024-10-30,785,100,84,403,462,1069.3,85
1348,2024-11-02,46,60,7,400,655,8996.12,356
1349,2024-08-03,391,44,191,403,877,1690.0,100
1350,2022-01-22,257,15,182,401,335,9446.24,344
1351,2024-09-19,473,9,22,401,731,8829.31,487
1352,2024-08-22,841,36,42,401,859,232.1,10
1353,2022-12-29,302,16,137,403,173,1005.6,40
1354,2022-01-23,694,35,40,403,367,1058.0,92
1355,2022-03-12,915,87,137,401,453,2295.51,357
1356,2024-12-06,657,85,184,400,400,5044.5,354
1357,2022-04-18,613,1,13,403,786,3417.44,104
1358,2024-02-07,931,31,52,400,17,1261.44,216
1359,2022-01-30,346,25,175,400,226,15451.77,491
1360,2022-12-10,742,22,12,403,525,1650.32,56
1361,2023-10-23,576,81,49,401,957,4684.3,278
1362,2024-05-26,124,30,55,400,366,1694.86,166
1363,2024-04-03,670,41,4,403,218,2726.0,235
1364,2023-07-25,666,80,95,400,69,5248.24,454
1365,2023-09-10,786,77,128,400,730,7903.5,275
1366,2022-12-18,258,13,154,402,647,5947.62,357
1367,2022-09-30,341,23,163,402,872,6655.32,342
1368,2023-11-18,19,78,150,403,392,6345.64,262
1369,2023-04-22,516,76,181,400,239,258.39,11
1370,2022-09-12,317,31,189,403,776,2948.75,125
1371,2022-05-03,141,48,128,402,207,1269.06,78
1372,2022-03-19,244,93,154,403,757,6687.0,450
1373,2023-07-24,326,83,195,400,534,13937.98,406
1374,2023-08-14,769,4,59,402,351,1396.25,125
1375,2022-04-21,929,86,64,401,623,7348.68,447
1376,2023-10-21,188,57,162,400,67,8808.5,446
1377,2023-01-30,54,82,37,401,129,479.87,47
1378,2023-02-23,242,65,21,403,743,3441.6,240
1379,2023-02-09,251,55,46,401,311,3276.63,147
1380,2023-02-17,279,62,21,402,408,1945.82,194
1381,2024-06-22,433,65,157,403,779,2367.2,80
1382,2024-09-14,21,98,98,403,875,1194.11,43
1383,2023-09-07,610,69,40,401,264,3687.45,195
1384,2024-07-17,291,49,144,403,74,1556.1,171
1385,2024-08-19,201,20,49,400,14,8848.84,442
1386,2024-02-06,504,52,107,403,994,6168.39,381
1387,2024-09-29,316,83,151,400,419,2796.64,454
1388,2022-09-12,395,73,42,401,782,7551.04,224
1389,2023-12-15,522,91,126,402,714,735.9,30
1390,2024-05-18,754,32,63,403,36,13872.08,472
1391,2022-02-27,715,86,166,401,268,5784.6,310
1392,2022-10-29,261,32,155,401,13,1687.8,60
1393,2024-02-27,408,91,151,400,531,4967.56,466
1394,2024-05-16,170,55,65,402,513,10416.0,496
1395,2024-02-23,601,40,188,403,771,14695.77,449
1396,2022-07-02,112,82,147,402,834,967.18,74
1397,2023-03-06,953,96,102,402,7,2565.63,87
1398,2022-01-04,100,9,199,403,538,5272.96,214
1399,2024-06-01,175,23,96,401,721,754.86,69
1400,2023-01-08,515,15,116,401,191,697.31,103
1401,2023-01-10,829,98,50,402,924,7715.22,447
1402,2022-08-12,890,82,43,400,301,718.52,44
1403,2023-07-21,66,44,8,401,490,6269.82,249
1404,2022-07-26,10,8,69,400,682,8575.32,299
1405,2022-03-27,100,28,134,400,385,6365.4,309
1406,2023-06-29,955,63,122,402,619,3322.0,220
1407,2023-12-04,323,31,93,403,388,2103.36,313
1408,2023-12-31,895,43,26,400,468,11573.7,446
1409,2022-10-12,27,78,32,402,974,9886.86,359
1410,2023-05-25,378,58,159,403,528,5259.72,212
1411,2022-01-07,654,42,5,402,895,818.16,24
1412,2023-10-29,695,57,60,403,410,8861.02,379
1413,2022-06-16,357,55,122,400,752,2736.36,198
1414,2023-02-04,730,19,134,400,131,7369.5,255
1415,2023-09-10,853,87,141,403,173,8441.01,459
1416,2022-08-25,494,85,139,401,250,1101.99,109
1417,2022-07-03,109,56,184,400,165,15646.12,476
1418,2024-02-25,785,36,57,402,682,8186.2,244
1419,2022-09-10,682,18,137,403,93,10506.0,408
1420,2023-04-04,955,74,197,400,660,2870.56,176
1421,2024-02-21,670,83,144,403,828,1405.2,120
1422,2022-08-25,298,12,29,400,349,8652.6,380
1423,2023-01-21,763,15,147,402,131,6292.8,437
1424,2024-02-18,591,95,1,402,64,6384.21,303
1425,2024-03-05,434,41,198,402,817,11490.96,348
1426,2022-09-16,533,85,155,401,110,1071.84,203
1427,2024-08-01,324,19,76,401,512,6515.83,349
1428,2023-08-04,150,96,171,400,614,2340.28,164
1429,2022-09-10,281,91,147,403,647,4874.75,425
1430,2023-08-20,722,49,16,402,157,11236.0,424
1431,2023-04-06,718,95,14,401,878,6705.0,250
1432,2023-09-05,835,85,41,400,562,3039.12,201
1433,2024-08-27,357,97,101,403,74,7262.8,271
1434,2023-08-02,714,25,180,403,100,999.6,68
1435,2022-04-21,871,91,78,403,671,1874.04,84
1436,2024-06-23,713,62,75,401,215,3262.56,112
1437,2023-02-05,753,84,3,402,744,9776.53,439
1438,2022-10-30,386,55,174,401,949,228.52,29
1439,2024-08-28,184,7,31,402,608,7602.07,223
1440,2024-04-07,251,5,31,401,407,3534.08,251
1441,2022-12-20,669,96,97,400,797,7366.1,238
1442,2024-02-22,282,81,168,403,377,51.6,6
1443,2022-06-19,125,63,165,401,24,6679.19,301
1444,2024-09-09,281,89,191,400,814,3170.72,304
1445,2024-09-18,661,90,112,402,586,518.7,65
1446,2022-05-11,731,69,48,403,833,2006.81,359
1447,2024-12-21,501,9,133,400,772,4330.92,386
1448,2022-08-29,186,77,178,401,6,5249.7,285
1449,2023-10-06,126,6,33,401,669,633.29,83
1450,2023-06-10,872,97,9,400,128,3629.6,260
1451,2022-12-18,434,85,1,401,308,801.36,24
1452,2024-11-29,927,38,169,403,144,5834.16,296
1453,2023-10-03,536,46,156,401,705,1268.88,51
1454,2022-04-02,243,5,49,401,307,13161.22,439
1455,2022-10-02,617,71,56,402,285,1773.42,66
1456,2024-05-14,77,71,66,402,391,10692.63,333
1457,2024-03-30,468,11,66,403,963,3310.8,356
1458,2023-02-22,73,81,188,402,649,8700.09,357
1459,2024-02-02,578,85,166,401,430,4041.6,421
1460,2024-06-07,389,4,155,401,80,1214.86,139
1461,2022-08-14,701,71,105,400,338,2515.76,328
1462,2023-11-15,797,35,38,401,281,47.64,6
1463,2023-04-01,388,14,32,401,540,11663.71,373
1464,2024-09-29,98,68,90,402,565,3227.58,139
1465,2022-04-09,175,41,193,403,186,5164.86,177
1466,2024-12-24,565,77,104,403,607,842.82,66
1467,2024-11-17,731,20,169,401,147,4273.82,194
1468,2023-07-02,55,93,164,402,725,4975.53,399
1469,2024-05-06,724,59,47,403,363,7795.54,409
1470,2023-08-11,283,55,134,401,313,10021.24,326
1471,2023-09-18,417,99,81,400,650,299.3,41
1472,2023-05-07,968,12,43,400,87,5173.98,381
1473,2024-10-06,828,2,109,401,492,5214.75,255
1474,2024-12-26,715,16,104,400,632,3168.34,98
1475,2022-01-15,732,55,180,402,251,9414.36,379
1476,2024-12-17,701,78,11,403,988,2195.88,87
1477,2024-12-08,926,29,45,400,376,3870.0,430
1478,2023-12-25,976,7,109,403,389,1425.6,88
1479,2022-08-20,347,87,64,400,298,3001.46,154
1480,2023-06-27,219,1,189,403,223,6688.22,473
1481,2024-11-21,846,5,119,403,59,947.94,183
1482,2024-07-31,337,39,91,400,6,5707.8,180
1483,2023-01-17,412,46,3,400,442,2754.36,252
1484,2024-12-19,527,20,106,400,936,1302.5,250
1485,2023-05-28,232,61,102,402,307,3337.95,187
1486,2023-01-09,550,35,28,403,673,7817.4,430
1487,2022-10-14,363,96,112,400,368,14097.36,453
1488,2023-02-11,114,25,73,400,137,3578.89,203
1489,2023-11-10,923,5,42,401,972,8312.34,246
1490,2023-06-29,122,54,126,403,820,9250.5,350
1491,2023-10-28,770,98,200,403,514,12168.12,372
1492,2024-03-07,135,15,28,400,130,1225.6,80
1493,2022-01-28,786,88,61,400,695,6485.5,425
1494,2022-01-17,445,62,75,402,498,1196.69,43
1495,2023-05-23,633,20,187,401,256,4032.0,144
1496,2023-06-24,718,32,171,403,204,6364.17,243
1497,2022-07-31,718,94,129,401,194,9960.12,438
1498,2022-11-01,235,16,34,403,40,4894.11,141
1499,2022-10-27,437,3,158,401,94,2892.79,443
1500,2024-04-14,538,40,180,401,228,3075.94,173
1501,2022-05-06,523,55,165,400,312,745.56,57
1502,2023-07-29,966,45,183,403,253,5223.4,164
1503,2023-01-08,42,1,14,402,218,2816.52,147
1504,2022-07-26,442,24,65,403,373,2430.36,172
1505,2022-07-18,686,2,175,401,340,5039.4,185
1506,2024-01-11,761,100,151,402,244,4422.24,333
1507,2024-02-26,90,14,34,400,43,10249.05,301
1508,2023-01-26,198,91,115,400,77,10336.2,483
1509,2023-12-04,309,93,122,401,547,3555.7,370
1510,2022-09-19,197,54,141,402,913,12501.0,450
1511,2023-12-13,917,47,115,400,933,1574.72,224
1512,2024-05-08,537,65,6,401,614,3651.9,141
1513,2022-09-22,297,6,145,400,814,12853.38,498
1514,2024-03-25,507,88,137,400,170,6192.0,225
1515,2024-02-26,576,100,100,403,622,1569.4,140
1516,2022-01-08,164,74,56,400,901,13670.72,476
1517,2024-07-21,516,91,185,402,311,5073.57,437
1518,2023-07-04,566,16,44,401,47,3329.1,274
1519,2022-03-22,655,19,72,401,277,12866.56,448
1520,2023-05-25,844,27,137,400,2,5134.86,333
1521,2024-01-26,333,11,181,402,740,1190.25,69
1522,2023-08-27,333,8,161,400,844,2119.14,183
1523,2023-07-27,181,33,5,400,740,9794.48,382
1524,2023-06-12,891,81,163,401,837,2637.74,227
1525,2023-07-05,209,75,162,403,160,2736.55,229
1526,2024-06-07,378,19,123,400,508,1746.54,93
1527,2022-12-27,194,73,126,401,664,816.35,145
1528,2022-11-30,907,23,101,401,72,529.84,74
1529,2023-05-18,466,83,104,400,742,2462.4,270
1530,2022-01-25,618,13,97,403,22,1698.6,57
1531,2022-03-31,136,32,198,400,275,2453.84,74
1532,2022-01-28,812,2,28,402,874,2740.65,363
1533,2022-10-13,492,98,145,403,836,1194.48,84
1534,2024-09-07,159,32,15,402,643,2424.51,279
1535,2022-04-02,106,70,76,400,524,13660.86,454
1536,2022-10-18,2,29,7,401,438,1865.16,198
1537,2023-08-11,232,88,99,400,504,3020.64,87
1538,2023-04-05,105,37,92,400,631,1462.05,171
1539,2022-06-23,918,6,155,401,183,4600.2,220
1540,2023-01-07,696,55,39,402,640,5702.59,419
1541,2022-08-01,278,64,170,402,956,3987.52,136
1542,2022-06-06,808,1,39,401,328,1270.72,76
1543,2024-09-06,835,9,29,403,983,4979.55,373
1544,2022-07-05,331,17,47,403,362,3252.12,164
1545,2024-09-12,711,53,155,402,142,13694.52,411
1546,2023-05-19,393,54,141,403,552,5419.72,274
1547,2023-04-17,394,11,149,403,540,8376.8,296
1548,2023-03-26,720,12,61,402,3,3656.1,105
1549,2022-02-05,372,72,122,401,944,387.03,57
1550,2023-12-17,370,100,36,402,472,2224.44,74
1551,2024-05-12,249,27,58,400,765,604.92,71
1552,2022-10-21,387,94,7,403,381,729.12,28
1553,2022-06-01,489,77,41,400,151,1737.12,188
1554,2023-05-17,79,2,146,403,154,4104.24,392
1555,2022-10-14,767,68,179,402,482,5629.48,211
1556,2024-06-28,801,83,178,400,294,551.76,57
1557,2022-03-07,619,97,45,401,12,6085.94,203
1558,2024-07-19,568,92,67,402,727,2072.07,117
1559,2022-11-18,279,12,134,403,974,1773.85,65
1560,2024-03-31,634,8,57,403,189,11554.36,422
1561,2022-06-08,837,89,120,403,321,8127.1,335
1562,2024-02-19,169,7,96,403,200,1146.75,139
1563,2022-06-09,372,78,200,402,29,1656.81,123
1564,2022-08-07,67,28,153,400,775,6649.82,466
1565,2023-02-18,654,5,62,402,88,6406.48,292
1566,2024-09-17,47,7,81,400,967,834.75,159
1567,2024-01-01,770,37,102,401,323,6437.2,385
1568,2023-12-30,998,17,180,400,340,6667.1,209
1569,2024-10-28,104,65,199,401,25,8692.88,301
1570,2024-09-03,601,5,75,401,156,6611.5,350
1571,2022-07-11,976,92,60,401,827,8595.87,349
1572,2022-11-26,987,65,133,402,459,3602.82,403
1573,2023-08-19,369,80,111,400,913,10303.95,365
1574,2024-03-04,245,27,157,400,982,1738.79,79
1575,2024-10-15,100,2,37,402,561,15161.15,445
1576,2022-06-28,511,13,117,402,174,6643.73,479
1577,2022-05-20,287,74,94,402,92,384.06,37
1578,2024-08-01,265,61,66,403,666,4365.54,474
1579,2022-09-11,996,73,125,400,373,5984.0,440
1580,2024-04-17,878,80,175,401,452,3829.56,188
1581,2023-10-05,383,11,175,403,519,2975.28,231
1582,2022-03-29,636,83,15,401,717,9186.22,421
1583,2022-11-13,874,14,75,403,163,4958.16,292
1584,2022-05-30,229,50,119,400,358,4552.95,239
1585,2024-12-31,922,60,28,400,185,3093.75,375
1586,2024-03-23,787,56,52,403,337,493.68,34
1587,2024-09-22,218,90,190,403,118,2665.52,143
1588,2022-11-15,972,61,38,401,328,1728.54,291
1589,2024-02-18,64,47,111,403,219,317.52,28
1590,2022-02-16,976,98,176,403,277,3129.1,130
1591,2022-06-21,146,9,71,403,84,4775.13,153
1592,2024-07-13,893,54,135,401,686,5853.24,458
1593,2022-04-21,95,55,88,402,169,1578.96,102
1594,2024-05-08,494,61,138,401,989,6461.7,357
1595,2024-03-07,843,2,144,401,80,9289.84,371
1596,2022-10-24,332,86,188,402,15,2488.2,78
1597,2022-10-30,512,41,30,403,270,7120.89,267
1598,2024-07-11,966,17,163,403,655,11107.95,497
1599,2022-03-16,224,96,49,403,714,7904.4,280
1600,2024-02-13,222,45,54,401,996,7763.88,348
1601,2022-01-30,380,47,5,402,919,3169.48,158
1602,2022-09-13,717,64,167,403,424,3281.05,211
1603,2024-05-22,536,98,86,400,949,1707.16,91
1604,2024-02-04,182,71,153,401,556,3684.8,224
1605,2024-06-14,650,37,180,400,90,12439.56,413
1606,2022-07-03,666,3,158,403,107,7012.5,255
1607,2022-07-24,649,57,129,400,684,4551.95,149
1608,2023-03-10,229,100,117,403,118,3099.69,101
1609,2022-09-12,360,60,106,403,8,7827.68,482
1610,2023-04-04,520,37,69,402,315,13794.4,430
1611,2024-04-29,690,31,2,403,34,46.32,8
1612,2024-02-06,861,67,190,402,344,2971.76,88
1613,2024-05-30,248,72,101,401,632,5544.0,330
1614,2022-04-16,821,74,110,401,962,5447.46,326
1615,2022-12-22,413,41,133,401,448,950.81,119
1616,2022-09-16,517,16,162,403,864,9313.62,391
1617,2023-06-17,858,71,41,402,209,374.4,48
1618,2024-06-14,12,81,198,401,29,8314.91,317
1619,2022-06-11,586,49,7,401,465,7783.75,325
1620,2024-01-04,192,31,168,401,305,2106.0,100
1621,2023-05-18,744,100,97,402,676,357.75,27
1622,2022-10-22,643,3,164,400,114,7745.52,236
1623,2022-09-09,110,19,73,402,917,723.54,93
1624,2024-10-09,865,47,54,403,104,7272.72,252
1625,2024-04-27,76,63,161,400,216,6195.2,352
1626,2023-10-05,649,58,42,401,306,192.66,6
1627,2022-03-06,121,44,89,403,629,6588.12,308
1628,2022-11-21,535,95,66,400,198,1831.79,311
1629,2022-02-17,531,66,195,401,222,7081.8,444
1630,2023-03-21,31,42,36,401,86,9604.75,373
1631,2022-09-17,275,36,124,401,977,742.08,48
1632,2023-08-26,479,96,127,403,525,8245.0,485
1633,2023-01-31,257,23,51,402,985,1634.18,202
1634,2023-10-01,170,27,185,403,444,8326.14,453
1635,2023-07-11,836,41,160,400,622,3522.36,197
1636,2023-12-24,383,81,17,403,172,2740.56,456
1637,2024-11-13,260,76,105,402,619,13279.68,424
1638,2024-12-22,361,51,8,400,185,6092.2,415
1639,2023-01-16,367,32,19,401,673,3086.56,191
1640,2023-10-06,126,2,82,400,735,1928.29,169
1641,2023-10-21,921,30,144,400,395,3365.3,146
1642,2024-12-15,223,14,144,402,734,10417.68,312
1643,2022-06-03,588,83,108,403,326,6088.2,417
1644,2023-02-08,51,64,128,400,282,1853.28,216
1645,2024-07-16,176,77,84,403,243,1669.44,296
1646,2022-02-06,660,74,2,403,292,2057.0,68
1647,2024-04-04,38,69,136,400,346,1817.19,331
1648,2024-08-20,98,54,186,402,282,4500.43,163
1649,2024-03-30,82,72,199,402,506,2012.74,314
1650,2023-09-04,714,59,127,400,864,6360.96,192
1651,2022-07-30,30,29,13,400,143,1879.74,54
1652,2024-06-11,232,22,23,401,742,13568.94,462
1653,2022-01-11,957,89,14,402,905,2528.58,402
1654,2022-04-09,970,39,20,402,338,8253.14,353
1655,2024-02-17,277,90,44,401,598,2029.6,236
1656,2023-10-16,883,19,193,403,653,5736.45,229
1657,2024-12-04,541,31,148,403,678,8606.79,251
1658,2023-10-22,792,94,124,401,95,3806.64,136
1659,2022-06-19,362,72,63,401,712,290.0,40
1660,2024-10-09,62,28,4,401,480,6951.0,420
1661,2024-09-25,108,44,54,402,779,6945.4,484
1662,2024-07-18,672,20,130,400,937,774.52,67
1663,2024-01-15,395,58,159,401,799,2181.2,205
1664,2023-07-24,434,22,176,402,975,9954.72,446
1665,2022-07-29,151,60,28,400,247,286.38,9
1666,2023-01-19,274,4,122,403,361,1162.8,136
1667,2022-06-22,363,56,55,401,407,4625.94,258
1668,2023-11-15,55,57,70,402,101,635.96,26
1669,2024-05-15,199,38,49,403,181,4050.4,305
1670,2024-10-07,532,56,28,400,662,4322.56,128
1671,2023-03-26,118,7,10,402,245,712.64,34
1672,2023-07-19,232,80,180,403,402,1624.08,202
1673,2023-07-04,508,27,44,401,356,4460.28,327
1674,2023-08-13,752,1,25,401,516,12094.65,465
1675,2024-09-03,757,40,177,401,175,4121.28,162
1676,2022-12-08,192,43,117,401,986,174.86,7
1677,2024-05-26,343,3,46,402,903,404.8,40
1678,2022-01-20,609,46,122,400,501,5568.64,448
1679,2022-08-13,47,3,146,402,856,2428.92,117
1680,2022-12-09,774,19,199,400,103,4542.72,156
1681,2023-11-19,464,63,189,402,559,3286.8,132
1682,2023-06-04,374,59,4,402,309,5463.64,364
1683,2024-11-26,794,85,153,403,116,3554.23,139
1684,2022-02-12,152,53,57,401,366,1512.15,255
1685,2024-06-01,369,27,191,400,199,15878.08,472
1686,2022-08-10,989,36,161,403,982,9343.69,449
1687,2023-06-28,933,87,90,402,401,5291.04,302
1688,2023-07-20,317,25,11,402,855,2728.66,314
1689,2024-07-20,581,45,74,400,993,99.85,5
1690,2022-10-29,478,88,39,402,639,7129.98,286
1691,2023-09-14,499,37,17,402,16,1451.59,233
1692,2023-08-03,846,76,32,400,501,808.55,157
1693,2023-12-23,677,1,13,402,142,5644.8,180
1694,2024-10-25,682,99,144,401,977,1188.0,45
1695,2022-10-20,751,26,111,400,298,673.48,113
1696,2023-12-28,255,87,164,403,433,6972.05,205
1697,2022-07-20,915,34,78,402,178,5222.23,289
1698,2023-10-23,824,75,36,401,257,1224.3,70
1699,2023-02-13,309,40,22,402,581,11328.75,475
1700,2023-01-11,385,56,25,401,540,5861.14,227
1701,2024-10-28,958,88,183,402,480,3245.06,182
1702,2024-05-11,985,53,119,400,935,1661.73,287
1703,2024-05-12,91,97,36,402,806,2801.25,125
1704,2024-02-04,131,80,140,402,55,11745.45,387
1705,2022-09-15,413,86,2,403,827,12218.75,391
1706,2024-07-31,860,7,22,400,277,14700.75,425
1707,2022-08-08,342,77,25,402,580,6352.84,247
1708,2022-05-05,125,95,150,400,719,2151.45,105
1709,2024-10-11,140,29,173,401,309,4614.26,322
1710,2022-01-14,825,63,160,401,118,175.0,35
1711,2022-09-05,533,13,64,401,107,1394.82,243
1712,2024-11-01,455,51,15,400,308,4058.08,208
1713,2023-01-12,840,31,140,402,842,7988.16,314
1714,2022-09-10,443,19,163,400,190,2157.88,73
1715,2023-05-08,175,66,190,401,488,3370.2,246
1716,2022-07-24,983,76,127,402,684,2360.34,141
1717,2022-08-08,476,54,109,401,29,2731.66,146
1718,2024-03-08,12,75,78,400,661,10621.2,334
1719,2024-06-29,44,46,36,403,904,6956.25,371
